species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_Nitr14_Nitr13_0, 1.056, 0.002, 0.031, 0.045, 1, 0, 1.056, 1.038, 0.031
Node_Nitr14_Nitr15_0, 0.968, 0.011, 0.437, 0.422, 0.824, 0, 0.968, 0.858, 0.11
Node_Nitr14_Nitr16_0, 1.073, 0.002, 0.075, 0.074, 0.965, 0, 1.073, 1.003, 0.09
Node_Nitr14_Nitr2_0, 1.054, 0, 0.105, 0.055, 1, 0, 1.054, 1.035, 0.036
Node_Nitr14_Nitr9_0, 1.123, 0.007, 0.146, 0.254, 1, 0, 1.123, 0.834, 0.294
Node_Nitr15_Nitr10_0, 1.037, 0.003, 0.206, 0.222, 0.999, 0, 1.037, 0.302, 0.759
Node_Nitr15_Nitr1_0, 0.408, 0.008, 0.661, 0.502, 0.368, 0, 0.408, 0.317, 0.093
Node_Nitr15_Nitr8_0, 0.481, 0.001, 0.192, 0.241, 0.429, 0, 0.481, 0.23, 0.264
Node_Nitr16_Nitr11_0, 1.452, 0.126, 0.045, 0.151, 0.975, 0, 1.452, 0.951, 0.282
Node_Nitr16_Nitr17_0, 1.089, 0.03, 0.113, 0.073, 0.961, 0, 1.089, 0.952, 0.099
Node_Nitr17_Nitr5_0, 0.021, 0, 1.109, 0.071, 0.021, 0, 0.021, 0.012, 0.041
Node_Nitr9_Nitr7_0, 1.201, 0, 0.084, 0.058, 1, 0, 1.201, 1.055, 0.162
Node_Nits1_Nits3_0, 1.028, 0.003, 0.101, 0.104, 1, 0, 1.028, 1.001, 0.056
Node_Nits4_Nits2_0, 1.381, 0.022, 0.114, 0.577, 1, 0, 1.381, 1.294, 0.093
Node_NitsA1_NitsA2_0, 1.575, 0.035, 0.331, 0.359, 1, 0, 1.575, 1.201, 0.36
Node_NitsA1_NitsA3_0, 1.511, 0.02, 0.813, 0.582, 1, 0, 1.511, 0.644, 0.844
Node_NitsA3_Nits1_0, 1.07, 0.003, 0.335, 0.217, 0.988, 0, 1.07, 1.059, 0.022
Node_NitsA3_Nits4_0, 1.38, 0.037, 0.22, 0.454, 1, 0, 1.38, 1.282, 0.052
Node_Omni4_Omni2_0, 1.333, 0.003, 0.103, 0.186, 1, 0, 1.333, 0.263, 1.1
