species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_ProtA34_SAR3X2_0, 3.462, 0.223, 0.097, 0.655, 0.999, 0.001, 3.462, 3.022, 0.015
Node_ProtA34_SM23X1_0, 0.059, 0.004, 0.016, 0.015, 0.056, 0.005, 0.059, 0.052, 0
Node_ProtA34_Spir10_0, 0.066, 0, 0.033, 0.019, 0.065, 0.002, 0.066, 0.066, 0
Node_ProtA34_UBA2X1_0, 4.148, 0.651, 0.029, 0.838, 1, 0, 4.148, 2.941, 0.064
Node_ProtA34_Wall1_0, 0.097, 0.004, 0.001, 0.037, 0.094, 0.094, 0.097, 0.09, 0
Node_ProtA34_mitoFungi_0, 0.227, 0, 0.942, 0.34, 0.215, 0, 0.227, 0.225, 0.004
Node_ProtA38_ProtA15_0, 0.003, 0, 0.01, 0.009, 0.003, 0, 0.003, 0, 0.008
Node_ProtA38_ProtA41_0, 0.001, 0, 0.006, 0.007, 0.001, 0, 0.001, 0, 0.005
Node_ProtA38_ProtA64_0, 0.002, 0, 0.006, 0.005, 0.002, 0, 0.002, 0.001, 0.005
Node_ProtA39_ProtA12_0, 0.004, 0, 0.004, 0.003, 0.004, 0, 0.004, 0, 0.007
Node_ProtA39_ProtA27_0, 0.002, 0, 0.005, 0.002, 0.002, 0, 0.002, 0, 0.002
Node_ProtA39_ProtA30_0, 0.001, 0.001, 0.006, 0.006, 0.001, 0, 0.001, 0, 0.004
Node_ProtA39_ProtA36_0, 0.002, 0, 0.004, 0.004, 0.002, 0, 0.002, 0.001, 0.002
Node_ProtA3_ProtA72_0, 0.002, 0, 0.005, 0.004, 0.002, 0, 0.002, 0.001, 0.004
Node_ProtA3_ProtA76_0, 0.003, 0.001, 0.008, 0.005, 0.003, 0, 0.003, 0, 0.007
Node_ProtA40_ProtA67_0, 0.001, 0, 0.006, 0.003, 0.001, 0, 0.001, 0, 0.004
Node_ProtA46_ProtA55_0, 0.001, 0, 0.006, 0.004, 0.001, 0, 0.001, 0, 0.001
Node_ProtA47_ProtA63_0, 0.002, 0, 0.009, 0.008, 0.002, 0, 0.002, 0, 0.009
Node_ProtA53_ProtA58_0, 0.003, 0, 0.005, 0.008, 0.003, 0, 0.003, 0.001, 0.006
Node_ProtA56_ProtA52_0, 0.002, 0, 0.004, 0.004, 0.002, 0, 0.002, 0, 0.004
Node_ProtA68_ProtA2_0, 0.002, 0, 0.004, 0.004, 0.002, 0, 0.002, 0, 0.002
Node_ProtA69_ProtA50_0, 0, 0, 0.004, 0.003, 0, 0, 0, 0, 0.002
Node_ProtA70_ProtA57_0, 0.002, 0, 0.003, 0.002, 0.002, 0, 0.002, 0.001, 0.003
Node_ProtA76_ProtA47_0, 0.002, 0, 0.004, 0.005, 0.002, 0, 0.002, 0, 0.005
Node_ProtA76_ProtA48_0, 0.001, 0, 0.006, 0.004, 0.001, 0, 0.001, 0, 0.004
Node_ProtA76_ProtA62_0, 0.001, 0, 0.007, 0.009, 0.001, 0, 0.001, 0, 0.006
Node_ProtA76_ProtA71_0, 0.001, 0.001, 0.005, 0.006, 0.001, 0, 0.001, 0, 0.004
Node_ProtA77_ProtA31_0, 0.003, 0, 0.008, 0.005, 0.003, 0, 0.003, 0.001, 0.005
Node_ProtA77_ProtA51_0, 0.003, 0, 0.006, 0.005, 0.003, 0, 0.003, 0, 0.006
Node_ProtA9_ProtA60_0, 0.005, 0, 0.051, 0.022, 0.005, 0, 0.005, 0.005, 0.002
Node_ProtG12_ProtG5_0, 0.002, 0, 0.007, 0.005, 0.002, 0, 0.002, 0.001, 0.005
Node_ProtG16_ProtG17_0, 1.166, 0.006, 0.186, 0.385, 0.966, 0, 1.166, 0.969, 0.196
Node_ProtG18_ProtG10_0, 0.002, 0, 0.006, 0.006, 0.002, 0, 0.002, 0.001, 0.002
Node_ProtG18_ProtG12_0, 0.004, 0, 0.006, 0.007, 0.004, 0, 0.004, 0, 0.008
Node_ProtG18_ProtG14_0, 0.006, 0, 0.014, 0.01, 0.006, 0, 0.006, 0.005, 0.005
Node_ProtG18_ProtG21_0, 0.004, 0, 0.006, 0.008, 0.004, 0, 0.004, 0.002, 0.006
